Transcription;Emotion;Sentiment;Emotion digits;Sentiment digits;Transcription tokens
Кать у тебя каждый год кто-то: падает, взрываются, тонет… Катя, Катя… Катя ! Кать Успокойся, успокойся это не твой самолет был понимаешь! Не твой! Наш - не упадёт. Каждый день летает по тысячи самолетов тысячи ! Ну упало три Ну... Оййй…Да? Ну что я могу поделать ?;гнев;негатив;0;0;катя каждый год кто-то падать взрываться тонет… катя катя… катя катя успокоиться успокоиться это твой самолёт понимать твой наш упасть каждый день летать тысяча самолёт тысяча упасть ... оййй…д мочь поделать
Слушай Равиль я сейчас опять увидела этот сюжет про самолёты, слушай что-то в этом месяце уже третий самолёт падает! Слушай ну тут третий самолёт! Тебе не кажется что ты уже какая-то закономерность! Ты знаешь что я наверное не смогу потому что это девять часов лететь это, это замкнутое пространство это, это вообще это постоянный турбулентность вот это непонятно что, и задержки рейсов. И ты видел ?! Ты видишь что там двадцать шесть детей погибли! Двадцать шесть ! Равиль ! Давай-давай Ну это не мой, а вдруг это будет мой?! Я предлагаю… подожди. Равиль давай мы совсем поговорим и просто , просто поедем куда-нибудь в другое место! Ты ты ты видел сколько человек там было, там ни одного выжившего не осталось ты понимаешь там остались обломки, детские игрушки и вообще эти дети я я не смогу правда мне будет плохо и я не смогу Равиль я не смогу ,я не хочу, я пожалуйста, я прошу тебя давай;страх;негатив;5;0;слушать равиль увидеть сюжет самолёт слушать что-то месяц третий самолёт падать слушать третий самолёт ты казаться какой-то закономерность знать наверное смочь это девять час лететь это это замкнутый пространство это это вообще это постоянный турбулентность это непонятно задержка рейс видеть видеть двадцать шесть ребёнок погибнуть двадцать шесть равиль давать-давать это это предлагаю… подождать равиль давать поговорить просто просто поехать куда-нибудь другой место видеть сколько человек один выжить остаться понимать остаться обломок детский игрушка вообще ребёнок смочь правда плохо смочь равиль смочь хотеть пожалуйста просить давать
Да, ладно! Едем? кайф! Да, да. Да, ладно! Офигеть, офигеть. Ес, ес, ес, ес, ес. Круто круто, круто. А подожди, мы с ночевкой будем? А сколько это стоит? Бесплатно! Просто . Ага, ага. Ну гадов то мы с тобой. Слушай, подожди…;радость;позитив;4;2;ладный ехать кайф ладный офигеть офигеть ес ес ес ес ес круто круто круто подождать ночёвка быть сколько это стоить бесплатно просто ага ага гад ты слушать подожди…
Слушай Равиль я не могу тебе не сказать. Помнишь я тебе говорила что у меня в общем есть один знакомый у которого есть яхта … Помнишь? Слушай я договорилась и мы едем на остров Пипи! Это там где снимали это там где снимали Остров помнишь с Леонардо Ди Каприо это самый красивый остров в Тайланде! Да. Слушай он нам даст свою яхту и мы будем кататься целый день бесплатно! А ещё там кстати будет Да-да ! ну смотри целые сутки у нас! Там будет у нас … Да бесплатно говорюж тебе ! Это мой знакомый ! и в общем у нас будет ужин специальный там типо на морскую тему там будут ловить каких-то гадов и мы будем их пробовать ! и в общем это очень круто все, прикинь ! Надо сказать скорее Танюхе с Сашкой и тогда чтобы и во-первых взять с собой красивый купальник;радость;позитив;4;2;слушать равиль мочь ты сказать помнить ты говорить общий знакомый который яхта … помнить слушать договориться ехать остров пипеть это снимать это снимать остров помнить леонардо ди каприо это самый красивый остров таиланд слушать мы дать яхта быть кататься целый день бесплатно ещё кстати да-да смотреть целый сутки … бесплатно говорюжий ты это знакомый общий ужин специальный типо морской тема быть ловить какой-то гад быть пробовать общий это очень круто прикинуть сказать скорее танюх сашка во-первых взять себя красивый купальник
Да ладно?! Кайф !Фу… ! Я знаю что я сделаю с этими деньгами! мы сделаем театр! мы сделаем наш театр! мы снимем … Офигеть … наконец-то я съезжу в Европу Подожди что мы будем показывать ? Свидание ? Оркестр? Ну сколько? ну ты скажи сколько! Рублей?! ;радость;позитив;4;2;ладный кайф фу… знать сделать этот деньга сделать театр сделать наш театр снять … офигеть … наконец-то съездить европа подождать быть показывать свидание оркестр сколько сказать сколько рубль
Слушай Равиль, ты сейчас умрешь! Я всё-таки договорилась с французским театром, и мы едем туда на гастроли!! А самое класное нам заплатят кучу! Кучу! Кучу денег! ты понимаешь?! Ты можешь потом целый год жить и не работать! Что ? Слушай но конечно же мы сделаем театр ! Но самое интересное Нам оплачивают там жильё и нас по возят по провинции Франции бесплатно тоже ! И мы Сыграем на трех площадках придут лучшие режиссеры и говорят придёт агентша которая… Ну что, ну наш спектакль вместо 3-го свидания ! да-да-да и прикинь сколько денег! То есть нам восьмерым актерам заплатят приблизительно ну, ну, по сто тысяч , нам дадут прикинь ! Ну конечно долларов !!!;радость;позитив;4;2;слушать равиль умереть всё-таки договориться французский театр ехать туда гастроль самый класной мы заплатить куча куча куча деньга понимать мочь целый год жить работать слушать сделать театр самый интересный мы оплачивать жильё возить провинция франция бесплатно сыграть три площадка прийти хороший режиссёр говорить прийти агентша которая… наш спектакль вместо 3-й свидание да-да-да прикинуть сколько деньга мы восьмеро актёр заплатить приблизительно сто тысяча мы дать прикинуть доллар
 В Харватию? Слушай, Кать, ну это. Офигеть! Блин, просто, просто то что я хотел, то что я хотел! Два года я ждал этой поездки, два года. Слушай. Две недели Ё моё, слушай. Офигенно, слушай, я просто, я уже представляю как я плаваю в море на яхточке загараю, солнышко, наконец то! Как клево, что ты у меня есть, Кать!;радость;позитив;4;2;харватий слушать катя это офигеть блин просто просто хотеть хотеть год ждать поездка год слушать два неделя ё мой слушать офигенно слушать просто представлять плавать море яхточка загарай солнышко клёво катя
Равиль…Слушай у меня получилось Мы едем в Хорватию наконец-то нам выделяют… Да, нам выделяют две яхты и мы в общем у нас регата, мы берем нашу команду то есть мы ребятам сейчас говорим добро. да-да-да мы две недели! две недели отдыхать будем прикинь! В общем мы берём ребят слушай нам надо только экипировку, все дела. Вот, надо купить определённой ботиночки чтобы не скользили. Да! И мы Прикинь из Хорватии в Италию блин эта еда эта вся вкусната ! Слушай я просто счастлива если честно это удалось, это конечно благодаря моим родителям но они просто супер крутые ;радость;позитив;4;2;равиль…слушать получиться ехать хорватия наконец-то мы выделяют… мы выделять два яхта общий регата брать наш команда ребята говорить добро да-да-да два неделя два неделя отдыхать быть прикинуть общий брать ребята слушать мы экипировка дело купить определённый ботиночек скользить прикинуть хорватия италия блин этот еда этот весь вкусната слушать просто счастливый честно это удаться это благодаря мой родитель просто супер крутой
Да я слышал. . Блин жаль конечно. Ну может в следующий раз. Сама то хотела, да? Катюшка…Да..Ладно чё мы то ;грусть;негатив;1;0;слышать блин жаль следующий сам хотеть катюшка…д .. ладный что
Слушай, ну у меня не получится поехать. Ну, так получилось, что папе с мамой надо уехать, Ну, в общем, пока Темочка учится, мне ещё года 3-4 надо с ним быть. Ну да. Нет, не получится. Я теперь жду родителей, и пока они не вернутся, я буду тут. Я не смогу никуда уехать. Хотела. Ну, вы развлекайтесь, езжайте, и будет клево, наверное.;грусть;негатив;1;0;слушать получиться поехать получиться папа мама уехать общий пока темочка учиться ещё год 3-4 получиться ждать родитель пока вернуться быть смочь никуда уехать хотеть развлекаться езжать клёво наверное
Ну неужели ничего не придумать? Мда. Жаль конечно, жаль. Ну десять дней. Чуть чуть задержали бы. Ну а чего, не с кем оставить что ли? С бабушкой. Слушай, ну давай подумаем. Может, что ни будь придумаем. ;грусть;негатив;1;0;неужели придумать мда жаль жаль десять день задержать кто оставить бабушка слушать давать подумать быть придумать
Слушай, ну как я и говорила. В общем родители уезжают, и я остаюсь с Темочкой. Я не смогу поехать. Ну ничего. Они уезжают на четыре года. У папы опять эти командировки. Тема учится, куда я его оставлю? Да ужасно. Я, честно говоря, сама так расстроилась. ну а ребенок то. Ну он же один не останется. Тем более я обещала. Слушай, я обещала. Я прям не могу. Я сама понимаю. И деньги заплатила. Да мне и самой очень хочется поехать. Но. Уже не получиться. Ну чего тут придумаешь. Вы веселитесь, я надеюсь вам понравится. Ну, не знаю. ;грусть;негатив;1;0;слушать говорить общий родитель уезжать оставаться темочка смочь поехать уезжать четыре год папа командировка тема учиться оставить ужасно честно говорить сам расстроиться ребёнок остаться обещать слушать обещать прям мочь сам понимать деньга заплатить сам очень хотеться поехать получиться придумать веселиться надеяться понравиться знать
 Ну давай что-нибудь придумаем, а? Ну, ну подожди, ну может няньку там какую-нибудь? Слушай, Кать, ну мы же договорились. Ну извини, извини, правда. Я, ну, в смысле я хочу придумать что-то. Подожди, а если с моими оставить? ;грусть;негатив;1;0;давать что-нибудь придумать подождать нянька какой-нибудь слушать катя договориться извинить извинить правда смысл хотеть придумать что-то подождать мой оставить
Слушай, в общем, как я и говорила. В общем родители уезжают, я остаюсь с Темой. Я никуда не поеду. Ну а что тут придумать? Ну я правда не знаю. Они уезжают. Ну какую няньку, у меня нет денег правда ни на няньку, ни на что. Я последние деньги отдала на этот отдых. Равиль, ну я понимаю, ну мне и так тяжело. А ты ещё. Ну он же маленький. Да я понимаю, но он же маленький. Я не могу его отставить. А родителям надо. И, в общем, как обычно. Я остаюсь. Ну ты что, ну он же маленький.;грусть;негатив;1;0;слушать общий говорить общий родитель уезжать оставаться тема никуда поехать придумать правда знать уезжать какой нянька деньга правда нянька последний деньга отдать отдых равиль понимать тяжело ещё маленький понимать маленький мочь отставить родитель общий обычно оставаться маленький
 Ну я, короче, не успел выкупить билет. В прямом смысле я, ну я в тот раз забыл оплатить бронь, а сегодня их уже нет. Ну я не успел просто оплатить. Кать . Ну, Кать. Ну Кать, правда, я очень сожалею.;грусть;негатив;1;0;короче успеть выкупить билет прямой смысл забыть оплатить бронь сегодня успеть просто оплатить катя катя катя правда очень сожалеть
В смысле? Ты не взял билеты? Ах, Равиль ты в своем уме? Восемь человек тебе дали деньги, все отметили свои дни, им дали выходные, а ты ничего не сделал. Ты серьезно? А ничего, что мы планы все изменили? А ничего, что мы тебя попросили сделать вот такое маленькое задание и ты все равно его не сделал, а? Слушай, знаешь, я ненавижу безответственных людей, вот ненавижу. Я очень тебя люблю, правда, ты прекрасный друг, но ты охрененно безответственный. И если я тебя попросила сделать вот такую маленькую штучку и ты ее не сделал, мне как реагировать? Может это были последение деньги, которые у меня были и у ребят тоже! И мы все тебя попросили сделать всего лишь одну вещь, одну вещь. Да тебя вообще никогда не о чем нельзя просить! ;гнев;негатив;0;0;смысл взять билет ах равиль свой ум восемь человек ты дать деньга отметить свой день дать выходной сделать серьёзно план изменить попросить сделать такой маленький задание равно сделать слушать знать ненавидеть безответственный человек ненавидеть очень любить правда прекрасный друг охрененно безответственный попросить сделать такой маленький штучка сделать реагировать это последение деньга который ребята попросить сделать лишь один вещь один вещь вообще просить
Короче я я не успел билеты выкупить. Подожди я правда. Я не успел купить билеты, да. Нет я не шучу. Ну подожди, может мы найдём чего-нибудь другое. Сейчас же горячие путёвки есть! Ну Кать, ну правда, мы найдём другие путёвки. Кать, не кричи пожалуйста. Я... Кать, ну я же не хотел этого делать!;грусть;негатив;1;0;короче успеть билет выкупить подождать правда успеть купить билет шутить подождать найти что-нибудь другой горячий путёвка катя правда найти другой путёвка катя кричать пожалуйста ... катя хотеть делать
Ты не успел купить билеты? Ты сейчас шутишь? Равиль, ты понимаешь, что мы типа просили одну маленькую вещь! Просто поехать и забрать билеты. Это что, было так сложно сделать?! А ничего что тебя теперь восемь человек будут ждать и искать новые билеты, тратить свои деньги. Ты понимаешь, что у меня больше нет денег? Да что значит подожди?! Равиль я тебя попросила сделать маленькую вещь, а ты опять её не сделал! Это уже не в первый раз! Ты знаешь, как я ненавижу когда так поступают?! Я планирую свое время, я планирую свои деньги! А ты берешь и простор всё разрушаешь! Ну что значит ты не хотел?!;гнев;негатив;0;0;успеть купить билет шутить равиль понимать тип просить один маленький вещь просто поехать забрать билет это сложно сделать восемь человек быть ждать искать новый билет тратить свой деньга понимать деньга значит подождать равиль попросить сделать маленький вещь её сделать это первый знать ненавидеть поступать планировать свой время планировать свой деньга брать простор всё разрушать значит хотеть
Кать я. Я не успел билеты купить. Нет, я не шучу. Не успел купить билеты. Кать, я понимаю твое как бы озлобление. Ну. Ну правда Кать, ну правда, правда. Кать. Ну извини, правда.;грусть;негатив;1;0;катя я. успеть билет купить шутить успеть купить билет катя понимать твой озлобление правда катя правда правда катя извинить правда
В смысле не успел? Я надеюсь ты сейчас шутишь, да Равиль? Равиль ты сейчас серьезно это говоришь? Я тебя попросила сделать одну вещь, потому что я не успевала, и ты просто не смог этого сделать. Что значит ты понимаешь!? Ты понимаешь, что я работала на этот отдых весь год!? Ребята изменили все свои планы, что бы мы все вместе поехали. а из-за того, что ты просто не успел, проспал, я не знаю, не доел что-то. Ты не взял билеты! Да что значит извини, Равиль ну!? Ты достал уже на самом деле, так происходит ни первый раз так. Просто каждый раз, когда я тебя о чём-то прошу. и ты не можешь просто сделать то, что мне действительно надо! И меня это бесит, потому что я ненавижу, когда ты так себя ведешь! Это безответственность Равиль! И в твоём возрасте можно быть уже нормальным человеком, нормальным мужчиной, в конце концов?! И что хоть, хоть за что-то брать ответственность?! Как я могу на тебя положиться?! Ты мой друг, да, я тебя очень люблю, но вот это вот твоя хрень меня бесит!;гнев;негатив;0;0;смысл успеть надеяться шутить равиль равиль серьёзно это говорить попросить сделать один вещь успевать просто смочь сделать значит понимать понимать работать отдых весь год ребята изменить свой план вместе поехать из-за просто успеть проспать знать доесть что-то взять билет значит извинить равиль достать сам дело происходить первый просто каждый что-то просить мочь просто сделать действительно это бесить ненавидеть вести это безответственность равиль твой возраст нормальный человек нормальный мужчина конец конец что-то брать ответственность мочь положиться друг очень любить это твой хрень бесить
Я не купил. Потому что не успел. Кать правда, я правда очень сожалею, просто ну. Правда, просто. Кать да я знаю, знаю, ну правда, ну. Кать прости пожалуйста, прости, пожалуйста прости. Я, я, я прост. Ну ты же знаешь,что . Я правда, я очень. Я знаю, я знаю, правда, я. Ну . Я, я. Кать правда прости, я, я не хотел.;грусть;негатив;1;0;купить успеть катя правда правда очень сожалеть просто правда просто катя знать знать правда катя простить пожалуйста простить пожалуйста простить простой знать правда очень знать знать правда я. я. катя правда простить хотеть
Я так и знала. Знаешь, я как будто чувствовала, что что-то будет не так. Я же тебя попросила. Но я попросила тебя сделать одну маленькую вещь. Равиль, восемь человек изменили свои планы, восемь человек ждали, чтобы ты просто взял билеты. Все всё сделали, мы тебя ни о чём не просили ни разу. Я тебя ни о чём не просила. Ну что значит прости? Ты понимаешь, что это для меня значит? Я целый год работала, Равиль, чтобы просто съездить туда. Я мечтала об этом, и мы все мечтали об этом. А из-за того, что я не знаю, что с тобой случилось: ты проспал или что, это всё как обычно? Равиль, в твоём возрасте уже нельзя так себя вести!;гнев;негатив;0;0;знать знать чувствовать что-то попросить попросить сделать один маленький вещь равиль восемь человек изменить свой план восемь человек ждать просто взять билет всё сделать что просить раз что просить значит простить понимать это значит целый год работать равиль просто съездить туда мечтать мечтать из-за знать ты случиться проспать это всё обычно равиль твой возраст вести
Давай не поедем в Китай. ;отвращение;негатив;3;0;давать поехать китай
Слушай, Равиль, я только что посмотрела передачу про Китай. В общем, ну ты знаешь что я правильно питаюсь там, все дела. А они едят очень странную еду. Слушай, они представляешь берут крысиный хвост, разрезают его, выжимают муравьев как-то и это все, вот это вот вместе и они это едят с каким-то соевым молоком. И, в общем, это все воняет, мне кажется я не смогу это есть. А еще, знаешь, они берут червяков и личинки, и все это вместе смешивают и получается какой-то салат из личинок и это все тоже в какой-то странной жиже, похожей на какое-то говно. Я не смогу ;отвращение;негатив;3;0;слушать равиль посмотреть передача китай общий знать правильно питаться дело есть очень странный еда слушать представлять брать крысиный хвост разрезать выжимать муравей как-то это это вместе это есть какой-то соевый молоко общий это вонять казаться смочь это знать брать червяк личинка это вместе смешивать получаться какой-то салат личинка это какой-то странный жидкий похожий какой-то говно смочь
Фу. Фу, все все все. Кать это… Перестань все… ;отвращение;негатив;3;0;фу фу катя это… перестать все…
Слушай, Равиль, я только что посмотрела передачу про огранизм человека. И там знаешь, там была такая история. В общем, один чувак, ну я не знаю, как бы кто он, но он в общем долго целовался, целовался с собакой. И у него появились животные глисты. Его начали вскрывать и в общем когда его оперировали там эти глисты полезли и заразилась вообще вся команда врачей. И потом эта болезнь распространилась на всю больницу. Ты представляешь? И эти глисты просто аж по стенке ползали по всей больнице. Ты прикинь! Это же ужасно вообще. А потом они там эти личинки ну разлагались везде. И они ползали по людям и начинали разъедать еду. Ну в смысле еду и, и вообще кожу человека и .;отвращение;негатив;3;0;слушать равиль посмотреть передача огранизм человек знать такой история общий чувак знать общий долго целоваться целоваться собака появиться животное глист начать вскрывать общий оперировать глист полезть заразиться вообще весь команда врач этот болезнь распространиться больница представлять глист просто аж стенка ползать весь больница прикинуть это ужасно вообще личинка разлагаться везде ползать человек начинать разъедать еда смысл еда вообще кожа человек
Угу. Фу! Фу! Че? Какие венки? Ты где это видела? Фу! Все! Правда…;отвращение;негатив;3;0;угу фу фу че какой венок это видеть фу правда…
 Слушай, Равиль, я тут такое прочитала. И я даже не знаю как рассказать. В общем жил мужчина с женщиной. ну и как бы вроде все нормально. Все нормально. А потом она заболела и . В общем у нее как бы нога начинала, знаешь, вот прям, сначала по ней трещины пошли, а потом они начали кровоточить. А потом это все загноилось и он пытался ее спасти, он своими руками, прикинь, это все разрезал. А потом он пытался достать вот эти вот маленькие венки чтобы, ну знаешь, ее там спасти и там надо было пережать, реально я те говорю и он сам это пережимал. Своими руками и там просто там кадры и он там весь в кровище а она вообще не понятно, она там при смерти я те говорю, журнал научный купила, а потом у нее все это пошло дальше и вообще началась ампутация ноги, прикинь, и ей ампутировали все почти по бедро и там торчали кости куча, вообще, куча крови. А вот эти типо кишков, я даже не знаю . ;отвращение;негатив;3;0;слушать равиль такой прочитать знать рассказать общий жить мужчина женщина вроде нормально нормально заболеть общий нога начинать знать прям сначала трещина послать начать кровоточить это загноиться пытаться спасти свой рука прикинуть это разрезать пытаться достать маленький венок знать спасти пережать реально тот говорить это пережимать свой рука просто кадр весь кровища вообще понятно смерть тот говорить журнал научный купить это пойти далёкий вообще начаться ампутация нога прикинуть ампутировать бедро торчать кость куча вообще куча кровь типо кишковы знать
Угу.;отвращение;негатив;3;0;угу
Блин. Посмотрела тут канал этот national geographic. И там показывали такую тему в общем знаешь ну собирают коровьи какашки для удобрения там все такое. И в общем там какой-то чувак собрал целую гору . И в этой горе, я не знаю, сначала появились какие-то личинки. И эти личинки типо прям сделали круг. И в общем потом из этого появился какой-то организм, который начал разлагаться. И эта там, типо заразилось... ;отвращение;негатив;3;0;блин посмотреть канал national geographic показывать такой тема общий знать собирать коровий какашка удобрение такой общий какой-то чувак собрать целый гора гора знать сначала появиться какой-то личинка личинка типо прям сделать круг общий появиться какой-то организм который начать разлагаться этот типо заразиться ...
В центре вокзал взорвали. Центральный который, с которого мы приехали. А гудки идут? Погоди, погоди, погоди. Подожди, когда она уехала? Ой, Господи. Это, надо ехать. ;страх;негатив;5;0;центр вокзал взорвать центральный который который приехать гудок идти погодить погодить погодить подождать уехать ой господь это ехать
Где? Слушай, а я не могу понять, я Полинке набираю уже два часа, она не отвечает. Она как раз с Олечкой собиралась туда ехать. Идут, но она не отвечает. Слушай они с Олькой собирались как раз туда ехать тётю Олю встречать. Ну она же сегодня приезжает! Слушай, чего делать, а? Я ей звонила, звонила, но я думала . Ну как раз часа три назад. Я ей последние два часа звоню, я пытаюсь узнать добралась она или не добралась, она же с маленьким ребёнком поехала. Слушай а вдруг они там? Слушай, ну я не знаю...Может позвонить ещё кому-нибудь? ;страх;негатив;5;0;слушать мочь понять полинке набирать час отвечать олечка собираться туда ехать идти отвечать слушать олька собираться туда ехать тётя оля встречать сегодня приезжать слушать делать звонить звонить думать час назад последний час звонить пытаться узнать добраться добраться маленький ребёнок поехать слушать слушать знать ... позвонить ещё кто-нибудь
Сейчас в центре Берлина, это, взрыв прогремел. Там возле вокзала что ли. . Как? Подожди. Когда? Подожди. Когда они уехали? Ты. Гудки идут? Поедем к ним. Конечно, одевайся. . Звони скорее тогда, чего ты ждешь то? Одевайся, я сказал, скорее.;страх;негатив;5;0;центр берлин это взрыв прогреметь возле вокзал подождать подождать уехать гудок идти поехать одеваться звонить скорее ждать одеваться сказать скорее
Равиль, ты серьезно? А где? Слушай, я Полинке уже два часа не могу дозвониться. Они щас с Олькой там, они поехали там. Рядом ярмарка вот эта вот. Новогодняя. Полинка с маленькой Олечкой. Ну я не знаю, часа три назад. Я уж два часа звоню. Не могу дозвониться. Ну идут, но они не отвечают. Равиль, что делать а? Может нам поехать туда? А давай Диме попробуем позвонить? Я просто Не получается. Он тоже сначала не брал трубку, а сейчас у него занято постоянно. Да я пытаюсь дозвониться, говорю занято всё время. Мне кажется, что ему все звонят. Слушай, а вдруг что-то случилось а, вдруг что-то случилось. Ну я сейчас оденусь… ;страх;негатив;5;0;равиль серьёзно слушать полинке час мочь дозвониться сейчас олька поехать рядом ярмарка этот новогодний полинка маленький олечка знать час назад час звонить мочь дозвониться идти отвечать равиль делать мы поехать туда давать дима попробовать позвонить просто получаться сначала брать трубка занятый постоянно пытаться дозвониться говорить занятый всё время казаться звонить слушать что-то случиться что-то случиться оденусь…
Сейчас в цетре взорвался вокзал подожди, да подожди, может это. Позвони ему.;страх;негатив;5;0;цетр взорваться вокзал подождать подождать это позвонить
У меня же папа туда поехал, Равиль. Слушай, я думаю что я не могу дозвониться уже два часа. Он поехал посылку забирать. Что делать то, а? Слушай, главное маме не говорить. главное маме не говорить в общем. Я. Я пыталась ему дозвониться уже два часа. Ему должны были передать посылку из другого города. Там, мёд и ещё какую-то хрень. А он поехал это встречать. Равиль, что делать? Так я ему звоню! Уже два часа не могу дозвониться. То трубку не берет, то недоступно всё. Я не знаю что делать.;страх;негатив;5;0;папа туда поехать равиль слушать думать мочь дозвониться час поехать посылка забирать делать слушать главное мама говорить главное мама говорить общий я. пытаться дозвониться час должный передать посылка другой город мёд ещё какой-то хрень поехать это встречать равиль делать звонить час мочь дозвониться трубка брать недоступный всё знать делать
